Save Condition,Save _________,module,Magento_CheckoutAgreements
Delete Condition,______ _________,module,Magento_CheckoutAgreements
Edit Terms and Conditions,___________ ____ _______,module,Magento_CheckoutAgreements
New Terms and Conditions,____ ____ _______,module,Magento_CheckoutAgreements
Terms and Conditions Information,_______ __ __________,module,Magento_CheckoutAgreements
Condition Name,_________ ___,module,Magento_CheckoutAgreements
Status,______,module,Magento_CheckoutAgreements
Enabled,Enabled,module,Magento_CheckoutAgreements
Disabled,____ _ __________,module,Magento_CheckoutAgreements
Show Content as,"_________ __ ____________, _____",module,Magento_CheckoutAgreements
Text,_____,module,Magento_CheckoutAgreements
HTML,HTML,module,Magento_CheckoutAgreements
Applied,________,module,Magento_CheckoutAgreements
Store View,_______ View,module,Magento_CheckoutAgreements
Checkbox Text,Checkbox _____,module,Magento_CheckoutAgreements
Content,__________,module,Magento_CheckoutAgreements
Content Height (css),Content ________ (CSS),module,Magento_CheckoutAgreements
Content Height,Content ________,module,Magento_CheckoutAgreements
ID,________ __ ___________,module,Magento_CheckoutAgreements
Condition,_________,module,Magento_CheckoutAgreements
Sales,_________,module,Magento_CheckoutAgreements
Checkout Conditions,_____ _______,module,Magento_CheckoutAgreements
Checkout Terms and Conditions,_______ ____ _______,module,Magento_CheckoutAgreements
This condition no longer exists.,____ _______ ____ __ __________.,module,Magento_CheckoutAgreements
You deleted the condition.,______ ______ ___________.,module,Magento_CheckoutAgreements
Something went wrong  while deleting this condition.,____ __ ______ ___ ___________ __ ____ _______.,module,Magento_CheckoutAgreements
Edit Condition,Edit _________,module,Magento_CheckoutAgreements
New Condition,New _________,module,Magento_CheckoutAgreements
You saved the condition.,__ _____ ___________.,module,Magento_CheckoutAgreements
Something went wrong while saving this condition.,"____ __ ______, ______ __________ __ ____ _______.",module,Magento_CheckoutAgreements
Automatically,___________,module,Magento_CheckoutAgreements
Manually,_____,module,Magento_CheckoutAgreements
Please agree to all the terms and conditions before placing the order.,"____, ________ ______ _______ _ _________, _____ ________ __ _________.",module,Magento_CheckoutAgreements
Unable to save checkout agreement %1,__ ____ __ __ _____ ________ ______% 1,module,Magento_CheckoutAgreements
Unable to remove checkout agreement %1,__ ____ __ __ ________ ________ ______% 1,module,Magento_CheckoutAgreements
"Checkout agreement with specified ID ""%1"" not found.","____________ Checkout _ ________________ _____ ""% 1"" __ _ _______.",module,Magento_CheckoutAgreements
Shopping Cart,_____ __ __________,module,Magento_Checkout
Invalid method: %1,_________ _____:% 1,module,Magento_Checkout
City,____,module,Magento_Checkout
Country,_______,module,Magento_Checkout
State/Province,___ / _________,module,Magento_Checkout
Zip/Postal Code,________ ___,module,Magento_Checkout
My Cart (1 item),_____ _______ (1 ____),module,Magento_Checkout
My Cart (%1 items),_____ _______ (% 1 ______),module,Magento_Checkout
My Cart,_____ _______,module,Magento_Checkout
For delivery questions.,__ _______ ________.,module,Magento_Checkout
Customer is already registered,________ ____ _ ___________,module,Magento_Checkout
Your session has expired,_______ __ _ _______,module,Magento_Checkout
A letter with further instructions will be sent to your email.,_____ _ __-_________ __________ __ ____ _________ __ _____ _____.,module,Magento_Checkout
You added %1 to your shopping cart.,______ _______% 1 _ _________.,module,Magento_Checkout
We can't add this item to your shopping cart right now.,___ __ _____ __ ________ ____ _______ _ _________ _____ ____.,module,Magento_Checkout
Out of stock,_________ __________,module,Magento_Checkout
We can't find the quote item.,___ __ _____ __ _______ ________ _____.,module,Magento_Checkout
We cannot configure the product.,___ __ _____ __ _____________ ________.,module,Magento_Checkout
"You used coupon code ""%1"".","___ ________ _____ ___ ""% 1"".",module,Magento_Checkout
"The coupon code ""%1"" is not valid.","_____ __ _____ ""% 1"" __ _ _______.",module,Magento_Checkout
You canceled the coupon code.,______ _______ ____ __ _____.,module,Magento_Checkout
We cannot apply the coupon code.,___ __ ____ __ __ _______ ____ __ _____.,module,Magento_Checkout
We can't remove the item.,___ __ _____ __ __________ ________.,module,Magento_Checkout
%1 was updated in your shopping cart.,% 1 _ ____________ _ _________.,module,Magento_Checkout
We can't update the item right now.,___ __ _____ __ __ ___________ ________ _____ ____.,module,Magento_Checkout
We can't update the shopping cart.,___ __ _____ __ __ ___________ __________ _______.,module,Magento_Checkout
One-page checkout is turned off.,____-________ ______ _ ________.,module,Magento_Checkout
Guest checkout is disabled.,______ __ _____ _ _________.,module,Magento_Checkout
Checkout,Checkout,module,Magento_Checkout
Page not found.,__________ __ _ ________.,module,Magento_Checkout
Please agree to all the terms and conditions before placing the order.,"____, ________ ______ _______ _ _________, _____ ________ __ _________.",module,Magento_Checkout
Something went wrong while processing your order. Please try again later.,"____ __ ______ ___ ___________ __ ______ _______. ____, ________ ______ __-_____.",module,Magento_Checkout
%1 doesn't extend \Magento\Checkout\CustomerData\ItemInterface,% 1 __ __ ________ \ Magento \ Checkout \ CustomerData \ ItemInterface,module,Magento_Checkout
We can't find the product.,___ __ _____ __ _______ __ ________.,module,Magento_Checkout
The product does not exist.,_________ __ __________.,module,Magento_Checkout
We don't have some of the products you want.,"___ __ ___________ _ _____ __ __________, _____ ______.",module,Magento_Checkout
We don't have as many of some products as you want.,"___ __ ___________ _ _______ __ ____ ______ __ _____ ________, _____ ______.",module,Magento_Checkout
Quantity was recalculated from %1 to %2,____ __ _____________ __% __ 1 __% 2,module,Magento_Checkout
We adjusted product quantities to fit the required increments.,"___ ________ ____________ ________, __ __ __ _______ __ ____________ __________.",module,Magento_Checkout
This quote item does not exist.,____ _____ _______ __ __________.,module,Magento_Checkout
Display number of items in cart,_______ ____ ________ _ _________,module,Magento_Checkout
Display item quantities,_______ _ __________,module,Magento_Checkout
Unable to place order. Please try again later.,"__ ____ __ __ _______ ___. ____, ________ ______ __-_____.",module,Magento_Checkout
Shipping address is not set,_____ __ ________ __ _ _________,module,Magento_Checkout
Unable to save shipping information. Please check input data.,"__ ____ __ __ ______ __________ __ ________. ____, _________ ________ _____.",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Carrier _ _____ _____ __ _ _______:% 1,% 2",module,Magento_Checkout
Shipping method is not applicable for empty cart,_____ __ ________ __ _ _________ __ ______ _______,module,Magento_Checkout
 item,___,module,Magento_Checkout
 items,________,module,Magento_Checkout
Totals calculation is not applicable to empty cart,___________ __ ______ ____ __ _ ________ __ ______ _______,module,Magento_Checkout
Invalid data,_________ _____,module,Magento_Checkout
The customer address is not valid.,_______ _____ __ _ _______.,module,Magento_Checkout
Invalid shipping method,_________ _____ __ ________,module,Magento_Checkout
There are more than one shipping addresses.,___ ______ __ ____ ______ __ ________.,module,Magento_Checkout
"Sorry, guest checkout is not available.","__________, ____ ______ __ _ __ ____________.",module,Magento_Checkout
"You must confirm your account. Please check your email for the confirmation link or <a href=""%1"">click here</a> for a new link.","______ __ __________ _______ __. ____, _________ ____________ __ ____ __ ________ __ ____________ ___ <a href=""%1""> _________ ___ </a> __ ____ ______.",module,Magento_Checkout
Load customer quote error,________ ______ ______ _____,module,Magento_Checkout
Error message!,_________ __ ______!,module,Magento_Checkout
Error!,______!,module,Magento_Checkout
DB exception,DB __________,module,Magento_Checkout
Wrong minimum amount.,______ _________ ____.,module,Magento_Checkout
Message,_________,module,Magento_Checkout
"<a href=""%1"" onclick=""this.target='_blank'"" class=""print"">Print receipt</a>","<a href=""%1"" onclick=""this.target='_blank'"" class=""print""> Print __________ </a>",module,Magento_Checkout
Apply Discount Code,________ ________ ______,module,Magento_Checkout
Enter discount code,________ ___ __ ________,module,Magento_Checkout
Apply Discount,_________ __ ________,module,Magento_Checkout
Cancel Coupon,______ _____,module,Magento_Checkout
Shopping Cart Items,_______ ________,module,Magento_Checkout
Item,___,module,Magento_Checkout
Price,____,module,Magento_Checkout
Qty,__________,module,Magento_Checkout
Subtotal,________ ____,module,Magento_Checkout
Continue Shopping,________ ____________,module,Magento_Checkout
Clear Shopping Cart,Clear _________,module,Magento_Checkout
Update Shopping Cart,____________ __ _________,module,Magento_Checkout
Update Cart,____________ __ _________,module,Magento_Checkout
See price before order confirmation.,_____ ____ _____ ______________ __ _________.,module,Magento_Checkout
What's this?,_____ _ ____?,module,Magento_Checkout
Edit item parameters,Edit _ _________,module,Magento_Checkout
Edit,___________,module,Magento_Checkout
Remove item,__________ __ _______,module,Magento_Checkout
You have no items in your shopping cart.,___ ______ ________ ___ ______ ________ _______.,module,Magento_Checkout
"Click <a href=""%1"">here</a> to continue shopping.","________ <a href=""%1""> ___ ______ __________ ____________.",module,Magento_Checkout
Estimate Tax,________ Tax,module,Magento_Checkout
Estimate Shipping and Tax,________ __ ________ _ _______,module,Magento_Checkout
Excl. Tax,Excl. _____,module,Magento_Checkout
Loading...,_______ __ ...,module,Magento_Checkout
Order #,_______ #,module,Magento_Checkout
Proceed to Checkout,________ _ _________,module,Magento_Checkout
Product Name,___ __ ________,module,Magento_Checkout
Incl. Tax,___. _____,module,Magento_Checkout
Your order number is: %1.,_______ __ _________ _:% 1.,module,Magento_Checkout
Your order # is: <span>%1</span>.,______ _______ # _: <____>% 1 </ ____>.,module,Magento_Checkout
We'll email you an order confirmation with details and tracking info.,___ __ __ ________ _____ __ ____________ __ _______ _ ___________ _ __________ __ ____________.,module,Magento_Checkout
Static Blocks,__________ Blocks,module,Magento_Cms
Add New Block,______ ___ ____,module,Magento_Cms
Back,_______,module,Magento_Cms
Delete Block,_________ __ ____,module,Magento_Cms
Are you sure you want to do this?,_______ __ ___ __ ______ __ _________ ____?,module,Magento_Cms
Reset,________,module,Magento_Cms
Save and Continue Edit,______ _ ________ Edit,module,Magento_Cms
Save Block,Save Block,module,Magento_Cms
ID,________ __ ___________,module,Magento_Cms
Title,________,module,Magento_Cms
Identifier,Identifier,module,Magento_Cms
Status,______,module,Magento_Cms
Disabled,____ _ __________,module,Magento_Cms
Enabled,Enabled,module,Magento_Cms
Manage Pages,__________ Pages,module,Magento_Cms
Add New Page,________ __ ____ ________,module,Magento_Cms
Delete Page,_________ __ Page,module,Magento_Cms
Save Page,Save Page,module,Magento_Cms
URL Key,URL Key,module,Magento_Cms
Layout,__________,module,Magento_Cms
Store View,_______ View,module,Magento_Cms
Created,________,module,Magento_Cms
Modified,___________,module,Magento_Cms
Action,________,module,Magento_Cms
Preview,_____________ _______,module,Magento_Cms
Media Storage,Media Storage,module,Magento_Cms
Create Folder...,______ _____...,module,Magento_Cms
Delete Folder,_________ __ _______,module,Magento_Cms
Delete File,______ _____,module,Magento_Cms
Insert File,Insert File,module,Magento_Cms
New Folder Name:,New Folder ___:,module,Magento_Cms
Are you sure you want to delete this folder?,"_______ __ ___, __ ______ __ ________ ____ _____?",module,Magento_Cms
Are you sure you want to delete this file?,"_______ __ ___, __ ______ __ ________ ____ ____?",module,Magento_Cms
Images (%1),______ (% 1),module,Magento_Cms
Storage Root,Root Storage,module,Magento_Cms
Home,_ ____,module,Magento_Cms
Go to Home Page,_____ __ _______ ________,module,Magento_Cms
CMS,CMS,module,Magento_Cms
You deleted the block.,______ ______ _____.,module,Magento_Cms
We can't find a block to delete.,"___ __ _____ __ _______ ____ ____, __ __ ________.",module,Magento_Cms
This block no longer exists.,____ ____ ____ __ __________.,module,Magento_Cms
Edit Block,Edit Block,module,Magento_Cms
New Block,New Block,module,Magento_Cms
Blocks,Blocks,module,Magento_Cms
Please correct the data sent.,"____, ___________ _______, _________.",module,Magento_Cms
A total of %1 record(s) have been deleted.,____% 1 _____ (_) __ ____ _______.,module,Magento_Cms
You saved the block.,__ _____ _____.,module,Magento_Cms
Something went wrong while saving the block.,"____ __ ______, ______ __________ __ _____.",module,Magento_Cms
The page has been deleted.,__________ _ ____ _______.,module,Magento_Cms
We can't find a page to delete.,"___ __ ____ __ __ ______ __ __________, __ __ ________.",module,Magento_Cms
This page no longer exists.,____ ________ ____ __ __________.,module,Magento_Cms
Edit Page,Edit Page,module,Magento_Cms
New Page,New Page,module,Magento_Cms
Pages,Pages,module,Magento_Cms
Something went wrong while saving the page.,"____ __ ______, ______ __________ __ __________.",module,Magento_Cms
A total of %1 record(s) have been disabled.,____% 1 _____ (_) __ ____________.,module,Magento_Cms
A total of %1 record(s) have been enabled.,__ ____ __________ ____% 1 _____ (_).,module,Magento_Cms
Page Title,Page Title,module,Magento_Cms
"To apply changes you should fill in hidden required ""%1"" field","__ __ _________ _________, _____ ______ __ ________ _____ _______ ""% 1"" ____",module,Magento_Cms
You saved the page.,__ _____ __________.,module,Magento_Cms
The directory %1 is not writable by server.,__________% 1 __ _ ________ __ ______ __ _______.,module,Magento_Cms
Make sure that static block content does not reference the block itself.,"_______ __, __ ____________ ________ ____ __ _________ __ _____ ____.",module,Magento_Cms
"CMS Block with id ""%1"" does not exist.","CMS ____ _ _____________ ""% 1"" __ __________.",module,Magento_Cms
Enabled by Default,__________ __ ____________,module,Magento_Cms
Disabled by Default,_________ __ ____________,module,Magento_Cms
Disabled Completely,__________ _______,module,Magento_Cms
"This identifier is reserved for ""CMS No Route Page"" in configuration.","____ _____________ _ _______ __ ""CMS __ Route Page"" _ ____________.",module,Magento_Cms
"This identifier is reserved for ""CMS Home Page"" in configuration.","____ _____________ _ _______ __ ""CMS Home Page"" _ ____________.",module,Magento_Cms
"This identifier is reserved for ""CMS No Cookies Page"" in configuration.","____ _____________ _ _______ __ ""CMS __ Cookies Page"" _ ____________.",module,Magento_Cms
Could not save the page: %1,__ ____ __ __ ______ __________:% 1,module,Magento_Cms
"CMS Page with id ""%1"" does not exist.","CMS Page _ _____________ ""% 1"" __ __________.",module,Magento_Cms
Could not delete the page: %1,__ ____ __ __ ______ __________:% 1,module,Magento_Cms
A block identifier with the same properties already exists in the selected store.,_____________ A ____ ___ ______ ________ ____ __________ _ ________ _______.,module,Magento_Cms
The page URL key contains capital letters or disallowed symbols.,______ __ ________ URL _______ ______ _____ ___ ___________ _______.,module,Magento_Cms
The page URL key cannot be made of only numbers.,______ __ ________ URL __ ____ __ ____ _________ ____ __ _____.,module,Magento_Cms
"Please rename the folder using only letters, numbers, underscores and dashes.","____, ____________ _____, ___________ ____ _____, _____, _____ _____ _ ______.",module,Magento_Cms
We found a directory with the same name. Please try another folder name.,"_________ __________ ___ ______ ___. ____, ________ _ _____ ___ __ _____.",module,Magento_Cms
We cannot create a new directory.,___ __ _____ __ __ _______ ____ __________.,module,Magento_Cms
We cannot delete directory %1.,___ __ _____ __ ________ __________% 1.,module,Magento_Cms
We can't upload the file right now.,___ __ _____ __ __ ______ _ _______.,module,Magento_Cms
We can't delete root directory %1 right now.,___ __ ____ __ ______ ________ __________% 1 _ _______.,module,Magento_Cms
Directory %1 is not under storage root path.,Directory% 1 __ _ ___ _____ __________ ___.,module,Magento_Cms
Privacy and Cookie Policy,_____________ _ _________ ________,module,Magento_Cms
LocalizedException,LocalizedException,module,Magento_Cms
RuntimeException,RuntimeException,module,Magento_Cms
Exception,__________,module,Magento_Cms
Could not create a directory.,__ ____ __ __ _______ __________.,module,Magento_Cms
All Store Views,______ __________,module,Magento_Cms
Edit,___________,module,Magento_Cms
Delete,________,module,Magento_Cms
Delete ${ $.$data.title },_________ __ $ {$. $ Data.title},module,Magento_Cms
Are you sure you wan't to delete a ${ $.$data.title } record?,_______ __ ___ wan't __ ________ $ {$. $ Data.title} _____?,module,Magento_Cms
"Delete ""${ $.$data.title }""","_________ ""$ {$. $ Data.title}""",module,Magento_Cms
"Are you sure you wan't to delete a ""${ $.$data.title }"" record?","_______ __ ___ wan't __ ________ ""$ {$. $ Data.title}"" _____?",module,Magento_Cms
View,______,module,Magento_Cms
px.,_______.,module,Magento_Cms
No files found,__ __ ________ _______,module,Magento_Cms
Browse Files...,Browse Files ...,module,Magento_Cms
Collapse All,_______ __ ______,module,Magento_Cms
Expand All,________ __ ______,module,Magento_Cms
Default Config,Default Config,module,Magento_Config
Save Config,Save Config,module,Magento_Config
[GLOBAL],[GLOBAL],module,Magento_Config
[WEBSITE],[____],module,Magento_Config
[STORE VIEW],[STORE VIEW],module,Magento_Config
Use system value,________ __________ _______,module,Magento_Config
Use Default,__________ __ ____________,module,Magento_Config
Use Website,___________ Website,module,Magento_Config
Add,______,module,Magento_Config
Delete File,______ _____,module,Magento_Config
Search String,_______ String,module,Magento_Config
Design Theme,______ ____,module,Magento_Config
Add \Exception,______ \ __________,module,Magento_Config
-- No Theme --,- __ ____ -,module,Magento_Config
Enable,__________,module,Magento_Config
Disable,_____ __________,module,Magento_Config
Configuration,____________,module,Magento_Config
System,_______,module,Magento_Config
You saved the configuration.,__ _____ ______________.,module,Magento_Config
Something went wrong while saving this configuration:,"____ __ ______, ______ __________ __ ____ ____________:",module,Magento_Config
Page not found.,__________ __ _ ________.,module,Magento_Config
Please specify the admin custom URL.,"____, ________ _____________ ____ _____.",module,Magento_Config
Invalid %1. %2,_________% 1. % 2,module,Magento_Config
Value must be a URL or one of placeholders: %1,__________ ______ __ _ URL ___ ____ __ ___________:% 1,module,Magento_Config
"Specify a URL or path that starts with placeholder(s): %1, and ends with ""/"".","________ URL ___ ______, _____ _______ _ _________ (_):% 1, _ ________ _ ""/"".",module,Magento_Config
%1 An empty value is allowed as well.,"% 1 ______ ________ __ _ _________, _____ _____.",module,Magento_Config
Specify a fully qualified URL.,________ _______ ____________ URL.,module,Magento_Config
"Selected allowed currency ""%1"" is not available in installed currencies.","_______ _________ ______ ""% 1"" __ _ ________ _ ___________ ______.",module,Magento_Config
"Default display currency ""%1"" is not available in allowed currencies.","_________ ______ __ _______ ""% 1"" __ _ ________ _ ________ ______.",module,Magento_Config
"Sorry, we haven't installed the base currency you selected.","__ _________, ___ __ __ _________ __ _________ ______, _____ ___ _______.",module,Magento_Config
We can't save the Cron expression.,___ __ ____ __ _____ _______ Cron.,module,Magento_Config
"Sorry, we haven't installed the default display currency you selected.","__ _________, ___ __ __ ___________ ________ __ _______ __ ____________, _____ ___ _______.",module,Magento_Config
"Sorry, the default display currency you selected is not available in allowed currencies.","__________, ________ __ _______ __ ____________, _____ ___ _______ __ _ ________ _ ________ ______.",module,Magento_Config
"Please correct the email address: ""%1"".","____, ___________ _____ _____: ""% 1"".",module,Magento_Config
"The sender name ""%1"" is not valid. Please use only visible characters and spaces.","_____ __ ________ ""% 1"" __ _ _______. ____, ___________ ____ ______ _____ _ _________.",module,Magento_Config
Maximum sender name length is 255. Please correct your settings.,"__________ _______ __ _____ __ ________ _ 255. ____, ___________ ___________ __.",module,Magento_Config
1%,1%,module,Magento_Config
The file you're uploading exceeds the server size limit of %1 kilobytes.,"______, _____ _______ _________ ______ __ _______ ______ __% 1 _________.",module,Magento_Config
The base directory to upload file is not specified.,__ _ ________ ________ __________ __ _______ __ _______.,module,Magento_Config
The specified image adapter cannot be used because of: %1,"________ ________ __ _____________ __ ____ __ __ ________, ______ __:% 1",module,Magento_Config
Default scope,Default ______,module,Magento_Config
Base currency,Base ______,module,Magento_Config
Display default currency,_______ ______ __ ____________,module,Magento_Config
website(%1) scope,_______ (% 1) ______,module,Magento_Config
store(%1) scope,_______ (% 1) ______,module,Magento_Config
"Currency ""%1"" is used as %2 in %3.","______ ""% 1"" __ ________ ____% 2% 3.",module,Magento_Config
Please correct the timezone.,"____, ___________ ________ ____.",module,Magento_Config
"The file ""%1"" does not exist","______ ""% 1"" __ __________",module,Magento_Config
Always (during development),______ (__ _____ __ __________),module,Magento_Config
Only Once (version upgrade),____ ______ (______ _______),module,Magento_Config
Never (production),______ (____________),module,Magento_Config
Bcc,__,module,Magento_Config
Separate Email,_______ Email,module,Magento_Config
%1 (Default),% 1 (__ ____________),module,Magento_Config
title,________,module,Magento_Config
No,__,module,Magento_Config
Optional,__ _____,module,Magento_Config
Required,______,module,Magento_Config
Website,_______,module,Magento_Config
Store,_______,module,Magento_Config
Store View,_______ View,module,Magento_Config
HTTP (unsecure),HTTP (_________),module,Magento_Config
HTTPS (SSL),HTTPS (SSL),module,Magento_Config
Yes (302 Found),__ (302 ________),module,Magento_Config
Yes (301 Moved Permanently),__ (301 _________ __ _________),module,Magento_Config
Yes,__,module,Magento_Config
Specified,_______,module,Magento_Config
Config form fieldset clone model required to be able to clone fields,Config _____ fieldset _______ _____ _______ __ ____ _ _________ __ _________ ______,module,Magento_Config
Invalid XML in file %1:\n%2,_________ XML _ ____% 1: \ _% 2,module,Magento_Config
.,",",module,Magento_Config
some_label,some_label,module,Magento_Config
some_comment,some_comment,module,Magento_Config
some prefix,_____ _______,module,Magento_Config
element label,______ _______,module,Magento_Config
element hint,_______ _____,module,Magento_Config
element comment,_______ ________,module,Magento_Config
element tooltip,_______ _________,module,Magento_Config
test,____,module,Magento_Config
test2,test2,module,Magento_Config
Add after,________ ____,module,Magento_Config
Delete,________,module,Magento_Config
Current Configuration Scope:,Current Configuration ______:,module,Magento_Config
Stores,________,module,Magento_Config
"Add configurable attributes to the current Attribute Set (""%1"")","______ ______________ ________ __ ________ _______ ( ""% 1"")",module,Magento_ConfigurableProduct
Add configurable attributes to the new Attribute Set based on current,______ ______________ ________ __ _____ _______ __ ______ __ _______,module,Magento_ConfigurableProduct
New attribute set name,New _______ ___,module,Magento_ConfigurableProduct
Add configurable attributes to the existing Attribute Set,______ ______________ ________ ___ ______________ _______,module,Magento_ConfigurableProduct
Choose existing Attribute Set,________ ___________ ______ Set,module,Magento_ConfigurableProduct
Save,Save,module,Magento_ConfigurableProduct
Save & New,Save & New,module,Magento_ConfigurableProduct
Save & Duplicate,Save & Duplicate,module,Magento_ConfigurableProduct
Save & Close,_________ & Close,module,Magento_ConfigurableProduct
Configurations,____________,module,Magento_ConfigurableProduct
Attribute Values,______ _________,module,Magento_ConfigurableProduct
Bulk Images &amp; Price,_______ Images & _________; ____,module,Magento_ConfigurableProduct
Create New Attribute,_________ __ ___ ______,module,Magento_ConfigurableProduct
Select Attributes,________ ________,module,Magento_ConfigurableProduct
Summary,_________,module,Magento_ConfigurableProduct
Choose an Option...,______ _____ ...,module,Magento_ConfigurableProduct
This attribute is used in configurable products.,____ ______________ __ ________ _ ______________ ________.,module,Magento_ConfigurableProduct
Product has been already attached,_________ _ ____ ________,module,Magento_ConfigurableProduct
Product with specified sku: %1 is not a configurable product,_______ _ _________ ___:% 1 __ _ ____________ _______,module,Magento_ConfigurableProduct
Requested option doesn't exist,________ _____ __ __________,module,Magento_ConfigurableProduct
Requested option doesn't exist: %1,________ _____ __ __________:% 1,module,Magento_ConfigurableProduct
Cannot delete variations from product: %1,__ ____ __ __ ______ ________ __ ________:% 1,module,Magento_ConfigurableProduct
Cannot delete option with id: %1,__ ____ __ __ ______ _____ _ ID:% 1,module,Magento_ConfigurableProduct
"Option with id ""%1"" not found","_______ _ _____________ ""% 1"" __ _ _______",module,Magento_ConfigurableProduct
Something went wrong while saving option.,"____ __ ______, ______ __________ _____.",module,Magento_ConfigurableProduct
Only implemented for configurable product: %1,____ _________ __ _____________ __ ________:% 1,module,Magento_ConfigurableProduct
Option attribute ID is not specified.,_______ _______ ID __ _ _______.,module,Magento_ConfigurableProduct
Option label is not specified.,______ _____ __ _ _______.,module,Magento_ConfigurableProduct
Option values are not specified.,__ __ __________ _______ _________.,module,Magento_ConfigurableProduct
Value index is not specified for an option.,______ ________ __ _ ________ __ _____.,module,Magento_ConfigurableProduct
"Product with id ""%1"" does not contain required attribute ""%2"".","_______ _ _____________ ""% 1"" __ _______ ____________ _______ ""% 2"".",module,Magento_ConfigurableProduct
"Products ""%1"" and ""%2"" have the same set of attribute values.","________ ""% 1"" _ ""% 2"" ____ ____ _ ___ _____ __ ___________ __ __________.",module,Magento_ConfigurableProduct
You can't add the item to shopping cart.,__ ______ __ ________ ________ ___ _________.,module,Magento_ConfigurableProduct
You need to choose options for your item.,___ ______ __ ________ _____ __ ______ _______.,module,Magento_ConfigurableProduct
Some product variations fields are not valid.,_____ ________ __ ________ ______ __ __ _______.,module,Magento_ConfigurableProduct
Configuration must have specified attributes,____________ ______ __ ___ __________ ________,module,Magento_ConfigurableProduct
"Configurable product ""%1"" does not have sub-products","_____________ _______ ""% 1"" __ _________ ___________",module,Magento_ConfigurableProduct
Type %1 is not an instance of %2,___% 1 __ _ _____ __% 2,module,Magento_ConfigurableProduct
Choose Affected Attribute Set,________ _________ ______ Set,module,Magento_ConfigurableProduct
Add configurable attributes to the current Attribute Set,______ ______________ ________ __ ________ _______,module,Magento_ConfigurableProduct
Confirm,____________,module,Magento_ConfigurableProduct
New Attribute Set Name,New ______ Set ___,module,Magento_ConfigurableProduct
Select Associated Product,________ Associated _______,module,Magento_ConfigurableProduct
Done,_______,module,Magento_ConfigurableProduct
Choose a new product to delete and replace the current product configuration.,________ ___ _______ __ _________ _ ______ _________ ____________ _______.,module,Magento_ConfigurableProduct
"For better results, add attributes and attribute values to your products.","__ __-_____ _________, ________ ________ _ ___________ __ __________ __ ______ ________.",module,Magento_ConfigurableProduct
Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color).,_____________ __ ________ __________ __ _________ __ _______ _____ (Ex: ______ ____). ______ __ __ _______ ______ _______ __ _____ ____________ (Ex: _______ __ _____ ____).,module,Magento_ConfigurableProduct
"Configurations cannot be created for a standard product with downloadable files. To create configurations, first remove all downloadable files.","__ _____ __ _____ _________ ____________ __ __________ _______ _ __________ __ _______ __ _______. __ __ _________ ____________, _____ __________ ______ _______ __ _________.",module,Magento_ConfigurableProduct
Add Products Manually,______ ________ _____,module,Magento_ConfigurableProduct
Create Configurations,_________ ____________,module,Magento_ConfigurableProduct
Current Variations,________ ________,module,Magento_ConfigurableProduct
Image,___________,module,Magento_ConfigurableProduct
Name,___,module,Magento_ConfigurableProduct
SKU,___,module,Magento_ConfigurableProduct
Price,____,module,Magento_ConfigurableProduct
Quantity,__________,module,Magento_ConfigurableProduct
Weight,_____,module,Magento_ConfigurableProduct
Status,______,module,Magento_ConfigurableProduct
Attributes,________,module,Magento_ConfigurableProduct
Actions,_____,module,Magento_ConfigurableProduct
"Custom options with price type ""percent"" is not available for configurable product.","_____ __ _______ _ ___ ____ ""___"" __ _ ________ __ _____________ _______.",module,Magento_ConfigurableProduct
This group contains attributes used in configurable products. Please move these attributes to another group and try again.,"____ _____ _______ ________, __________ _ ______________ ________. ____, __________ ____ ________ ___ _____ _____ _ ________ ______.",module,Magento_ConfigurableProduct
This attribute is used in configurable products. You cannot remove it from the attribute set.,____ ______________ __ ________ _ ______________ ________. ___ __ ______ __ __ _______ __ _______ ________.,module,Magento_ConfigurableProduct
Associated Products,________ _ ___ ________,module,Magento_ConfigurableProduct
Step 2: Attribute Values,______ 2: ___________ __ __________,module,Magento_ConfigurableProduct
Select values from each attribute to include in this product. Each unique combination of values creates a unigue product SKU.,________ _________ __ _____ _______ __ ________ _ ____ _______. _____ ________ __________ __ _________ _______ unigue _______ SKU.,module,Magento_ConfigurableProduct
Sort Variations,_______ ________,module,Magento_ConfigurableProduct
Options,_________,module,Magento_ConfigurableProduct
Select All,______ ______,module,Magento_ConfigurableProduct
Deselect All,______ __ ______ All,module,Magento_ConfigurableProduct
Remove Attribute,__________ ______,module,Magento_ConfigurableProduct
Save Option,Save _______,module,Magento_ConfigurableProduct
Remove Option,__________ _______,module,Magento_ConfigurableProduct
Create New Value,_________ __ ____ ________,module,Magento_ConfigurableProduct
"Step 3: Bulk Images, Price and Quantity","______ 3: Bulk ______, ____ _ __________,",module,Magento_ConfigurableProduct
Based on your selections %1 new products will be created. Use this step to customize images and price for your new products.,"___ ______ __ _______ __ ___ __ _____ _________% 1 ____ ________. ___________ ____ ______, __ __ _______________ ______ _ ____ __ ______ __ ________.",module,Magento_ConfigurableProduct
Images,______,module,Magento_ConfigurableProduct
Apply single set of images to all SKUs,________ ______ _____ __ ___________ __ ______ __,module,Magento_ConfigurableProduct
Apply unique images by attribute to each SKU,________ ________ ___________ __ _______ __ _____ SKU,module,Magento_ConfigurableProduct
